season,round,race_name,date,driver_id,driver_code,driver_name,constructor_id,constructor,number,grid,position,points,laps,status,fastest_lap_rank,fastest_lap_speed
2013,18,United States Grand Prix,2013-11-17,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,12,20,14,0,56,Finished,14,195.725
2013,18,United States Grand Prix,2013-11-17,kovalainen,KOV,Heikki Kovalainen,lotus_f1,Lotus F1,7,8,15,0,56,Finished,7,196.448
2013,18,United States Grand Prix,2013-11-17,resta,DIR,Paul di Resta,force_india,Force India,14,11,16,0,56,Finished,9,196.215
2013,18,United States Grand Prix,2013-11-17,maldonado,MAL,Pastor Maldonado,williams,Williams,16,17,17,0,55,+1 Lap,17,192.578
2013,18,United States Grand Prix,2013-11-17,jules_bianchi,BIA,Jules Bianchi,marussia,Marussia,22,19,18,0,55,+1 Lap,18,191.906
2013,18,United States Grand Prix,2013-11-17,garde,VDG,Giedo van der Garde,caterham,Caterham,21,18,19,0,55,+1 Lap,20,190.957
2013,18,United States Grand Prix,2013-11-17,pic,PIC,Charles Pic,caterham,Caterham,20,22,20,0,55,+1 Lap,21,190.893
2013,18,United States Grand Prix,2013-11-17,chilton,CHI,Max Chilton,marussia,Marussia,23,21,21,0,54,+2 Laps,19,191.248
2013,18,United States Grand Prix,2013-11-17,sutil,SUT,Adrian Sutil,force_india,Force India,15,16,22,0,0,Accident,,
2013,19,Brazilian Grand Prix,2013-11-24,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,1,1,25,71,Finished,3,205.125
2013,19,Brazilian Grand Prix,2013-11-24,webber,WEB,Mark Webber,red_bull,Red Bull,2,4,2,18,71,Finished,1,205.636
2013,19,Brazilian Grand Prix,2013-11-24,alonso,ALO,Fernando Alonso,ferrari,Ferrari,3,3,3,15,71,Finished,2,205.473
2013,19,Brazilian Grand Prix,2013-11-24,button,BUT,Jenson Button,mclaren,McLaren,5,14,4,12,71,Finished,7,202.909
2013,19,Brazilian Grand Prix,2013-11-24,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,9,2,5,10,71,Finished,6,202.930
2013,19,Brazilian Grand Prix,2013-11-24,perez,PER,Sergio Pérez,mclaren,McLaren,6,19,6,8,71,Finished,5,203.451
2013,19,Brazilian Grand Prix,2013-11-24,massa,MAS,Felipe Massa,ferrari,Ferrari,4,9,7,6,71,Finished,8,202.856
2013,19,Brazilian Grand Prix,2013-11-24,hulkenberg,HUL,Nico Hülkenberg,sauber,Sauber,11,10,8,4,71,Finished,12,201.979
2013,19,Brazilian Grand Prix,2013-11-24,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,10,5,9,2,71,Finished,10,202.268
2013,19,Brazilian Grand Prix,2013-11-24,ricciardo,RIC,Daniel Ricciardo,toro_rosso,Toro Rosso,19,7,10,1,70,+1 Lap,15,201.527
2013,19,Brazilian Grand Prix,2013-11-24,resta,DIR,Paul di Resta,force_india,Force India,14,12,11,0,70,+1 Lap,14,201.839
2013,19,Brazilian Grand Prix,2013-11-24,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,12,17,12,0,70,+1 Lap,9,202.702
2013,19,Brazilian Grand Prix,2013-11-24,sutil,SUT,Adrian Sutil,force_india,Force India,15,15,13,0,70,+1 Lap,4,203.979
2013,19,Brazilian Grand Prix,2013-11-24,kovalainen,KOV,Heikki Kovalainen,lotus_f1,Lotus F1,7,11,14,0,70,+1 Lap,16,200.810
2013,19,Brazilian Grand Prix,2013-11-24,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,18,8,15,0,70,+1 Lap,11,202.010
2013,19,Brazilian Grand Prix,2013-11-24,maldonado,MAL,Pastor Maldonado,williams,Williams,16,16,16,0,70,+1 Lap,18,200.020
2013,19,Brazilian Grand Prix,2013-11-24,jules_bianchi,BIA,Jules Bianchi,marussia,Marussia,22,21,17,0,69,+2 Laps,20,199.601
2013,19,Brazilian Grand Prix,2013-11-24,garde,VDG,Giedo van der Garde,caterham,Caterham,21,20,18,0,69,+2 Laps,19,199.927
2013,19,Brazilian Grand Prix,2013-11-24,chilton,CHI,Max Chilton,marussia,Marussia,23,22,19,0,69,+2 Laps,17,200.727
2013,19,Brazilian Grand Prix,2013-11-24,pic,PIC,Charles Pic,caterham,Caterham,20,18,20,0,58,Mechanical,21,197.776
2013,19,Brazilian Grand Prix,2013-11-24,bottas,BOT,Valtteri Bottas,williams,Williams,17,13,21,0,45,Accident,13,201.879
2013,19,Brazilian Grand Prix,2013-11-24,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,6,22,0,2,Engine,22,191.752
